direction_name,wheelchair_accessible,block_id,trip_id,direction_id,shape_id,route_id,service_id,trip_headsign
Southbound,1,a_401002_Timetable_-_2026-01,1035__401002_Timetable_-_2026-01,1,100.0.2273959138_Timetable_-_2026-01,901,Weekday_merged_94404,A - Lakeview Park
Southbound,1,a_401028_Timetable_-_2026-01,1036__401028_Timetable_-_2026-01,1,100.0.2273959138_Timetable_-_2026-01,901,Weekday_merged_94404,A - Lakeview Park
Southbound,1,a_403010_Timetable_-_2026-01,1037__403010_Timetable_-_2026-01,1,100.0.2273959138_Timetable_-_2026-01,901,Weekday_merged_94404,A - Lakeview Park
Southbound,1,a_401009_Timetable_-_2026-01,1038__401009_Timetable_-_2026-01,1,100.0.2273959138_Timetable_-_2026-01,901,Weekday_merged_94404,A - Lakeview Park
Southbound,1,a_401009_Timetable_-_2026-01,1039__401009_Timetable_-_2026-01,1,100.0.22739591314_Timetable_-_2026-01,901,Weekday_merged_94404,C - Oshawa Centre Terminal
Southbound,1,a_401003_Timetable_-_2026-01,103__401003_Timetable_-_2026-01,1,100.0.1046829422_Timetable_-_2026-01,405,Weekday_merged_94404,Oshawa Centre Terminal
Southbound,1,a_401045_Timetable_-_2026-01,1040__401045_Timetable_-_2026-01,1,100.0.22739591314_Timetable_-_2026-01,901,Weekday_merged_94404,C - Oshawa Centre Terminal
Southbound,1,a_401002_Timetable_-_2026-01,1041__401002_Timetable_-_2026-01,1,100.0.22739591314_Timetable_-_2026-01,901,Weekday_merged_94404,C - Oshawa Centre Terminal
Southbound,1,a_401045_Timetable_-_2026-01,1042__401045_Timetable_-_2026-01,1,100.0.22739591314_Timetable_-_2026-01,901,Weekday_merged_94404,C - Oshawa Centre Terminal
Westbound,1,a_401044_Timetable_-_2026-01,1043__401044_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401089_Timetable_-_2026-01,1044__401089_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401081_Timetable_-_2026-01,1045__401081_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401013_Timetable_-_2026-01,1046__401013_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401044_Timetable_-_2026-01,1047__401044_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401089_Timetable_-_2026-01,1048__401089_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401081_Timetable_-_2026-01,1049__401081_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Northbound,1,a_401032_Timetable_-_2026-01,104__401032_Timetable_-_2026-01,0,100.0.1046829421_Timetable_-_2026-01,405,Weekday_merged_94404,Delpark Homes Centre
Westbound,1,a_401044_Timetable_-_2026-01,1050__401044_Timetable_-_2026-01,1,100.0.2308895431_Timetable_-_2026-01,421,Weekday_merged_94404,Oshawa Station
Westbound,1,a_401089_Timetable_-_2026-01,1051__401089_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401081_Timetable_-_2026-01,1052__401081_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401015_Timetable_-_2026-01,1053__401015_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401044_Timetable_-_2026-01,1054__401044_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401089_Timetable_-_2026-01,1055__401089_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401081_Timetable_-_2026-01,1056__401081_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401015_Timetable_-_2026-01,1057__401015_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
Westbound,1,a_401044_Timetable_-_2026-01,1058__401044_Timetable_-_2026-01,1,100.0.2308895435_Timetable_-_2026-01,421,Weekday_merged_94404,A - Oshawa Station via Colonel Sam
